,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex
17232,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TRNAU1AP,TRNAU1AP,protein_coding,Both
17233,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TRPC4AP,TRPC4AP,protein_coding,Both
17234,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TRPM7,TRPM7,protein_coding,Both
17235,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TRPT1,TRPT1,protein_coding,Both
17236,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TRPV2,TRPV2,protein_coding,Both
17237,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSC1,TSC1,protein_coding,Both
17238,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSC2,TSC2,protein_coding,Both
17239,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSC22D2,TSC22D2,protein_coding,Both
17240,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSC22D3,TSC22D3,protein_coding,Both
17241,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSC22D4,TSC22D4,protein_coding,Both
17242,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSEN15,TSEN15,protein_coding,Both
17243,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSEN54,TSEN54,protein_coding,Both
17244,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSFM,TSFM,protein_coding,Both
17245,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSG101,TSG101,protein_coding,Both
17246,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSNAX,TSNAX,protein_coding,Both
17247,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSPAN17,TSPAN17,protein_coding,Both
17248,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSPAN32,TSPAN32,protein_coding,Both
17249,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSPAN5,TSPAN5,protein_coding,Both
17250,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,BZRAP1-AS1,TSPOAP1-AS1,lncRNA,Both
17251,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSPYL1,TSPYL1,protein_coding,Both
17252,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSPYL2,TSPYL2,protein_coding,Both
17253,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSR1,TSR1,protein_coding,Both
17254,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSR2,TSR2,protein_coding,Both
17255,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSR3,TSR3,protein_coding,Both
17256,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSSC4,TSSC4,protein_coding,Both
17257,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TSTD1,TSTD1,protein_coding,Both
17258,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTBK2,TTBK2,protein_coding,Both
17259,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC1,TTC1,protein_coding,Both
17260,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC14,TTC14,protein_coding,Both
17261,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC16,TTC16,protein_coding,Both
17262,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC17,TTC17,protein_coding,Both
17263,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC19,TTC19,protein_coding,Both
17264,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC3,TTC3,protein_coding,Both
17265,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC33,TTC33,protein_coding,Both
17266,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC38,TTC38,protein_coding,Both
17267,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC39B,TTC39B,protein_coding,Both
17268,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC39C,TTC39C,protein_coding,Both
17269,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC39C-AS1,TTC39C-AS1,lncRNA,Both
17270,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC7A,TTC7A,protein_coding,Both
17271,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTC9C,TTC9C,protein_coding,Both
17272,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTF1,TTF1,protein_coding,Both
17273,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TTN,TTN,protein_coding,Both
17274,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUBA1B,TUBA1B,protein_coding,Both
17275,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUBA4A,TUBA4A,protein_coding,Both
17276,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUBB,TUBB,protein_coding,Both
17277,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUBB4B,TUBB4B,protein_coding,Both
17278,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUBGCP2,TUBGCP2,protein_coding,Both
17279,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TUFM,TUFM,protein_coding,Both
17280,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,ZCCHC11,TUT4,protein_coding,Both
17281,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TWF2,TWF2,protein_coding,Both
17282,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXK,TXK,protein_coding,Both
17283,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXN2,TXN2,protein_coding,Both
17284,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNDC11,TXNDC11,protein_coding,Both
17285,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNDC15,TXNDC15,protein_coding,Both
17286,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNDC17,TXNDC17,protein_coding,Both
17287,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNDC9,TXNDC9,protein_coding,Both
17288,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNIP,TXNIP,protein_coding,Both
17289,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNL1,TXNL1,protein_coding,Both
17290,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TXNRD1,TXNRD1,protein_coding,Both
17291,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYK2,TYK2,protein_coding,Both
17292,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYMS,TYMS,protein_coding,Both
17293,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYROBP,TYROBP,protein_coding,Both
17294,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYSND1,TYSND1,protein_coding,Both
17295,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYW1,TYW1,protein_coding,Both
17296,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TYW3,TYW3,protein_coding,Both
17297,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,U2AF1,U2AF1,protein_coding,Both
17298,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,U2AF1L4,U2AF1L4,protein_coding,Both
17299,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,U2AF2,U2AF2,protein_coding,Both
17300,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,U2SURP,U2SURP,protein_coding,Both
17301,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UAP1,UAP1,protein_coding,Both
17302,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBA2,UBA2,protein_coding,Both
17303,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBA3,UBA3,protein_coding,Both
17304,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBA5,UBA5,protein_coding,Both
17305,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBA52,UBA52,protein_coding,Both
17306,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBA6,UBA6,protein_coding,Both
17307,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBAC2,UBAC2,protein_coding,Both
17308,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBALD2,UBALD2,protein_coding,Both
17309,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBAP1,UBAP1,protein_coding,Both
17310,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBAP2L,UBAP2L,protein_coding,Both
17311,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBASH3B,UBASH3B,protein_coding,Both
17312,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBB,UBB,protein_coding,Both
17313,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBC,UBC,protein_coding,Both
17314,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2B,UBE2B,protein_coding,Both
17315,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2D2,UBE2D2,protein_coding,Both
17316,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2D3,UBE2D3,protein_coding,Both
17317,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2E3,UBE2E3,protein_coding,Both
17318,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2F,UBE2F,protein_coding,Both
17319,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2G1,UBE2G1,protein_coding,Both
17320,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2I,UBE2I,protein_coding,Both
17321,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2J1,UBE2J1,protein_coding,Both
17322,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2J2,UBE2J2,protein_coding,Both
17323,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2L3,UBE2L3,protein_coding,Both
17324,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2L6,UBE2L6,protein_coding,Both
17325,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2M,UBE2M,protein_coding,Both
17326,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2N,UBE2N,protein_coding,Both
17327,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2Q2,UBE2Q2,protein_coding,Both
17328,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2S,UBE2S,protein_coding,Both
17329,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2V1,UBE2V1,protein_coding,Both
17330,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE2V2,UBE2V2,protein_coding,Both
17331,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE3A,UBE3A,protein_coding,Both
17332,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE3C,UBE3C,protein_coding,Both
17333,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBE4B,UBE4B,protein_coding,Both
17334,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBL5,UBL5,protein_coding,Both
17335,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBL7,UBL7,protein_coding,Both
17336,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBLCP1,UBLCP1,protein_coding,Both
17337,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBN1,UBN1,protein_coding,Both
17338,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBQLN1,UBQLN1,protein_coding,Both
17339,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBQLN2,UBQLN2,protein_coding,Both
17340,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBR1,UBR1,protein_coding,Both
17341,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBR4,UBR4,protein_coding,Both
17342,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBR5,UBR5,protein_coding,Both
17343,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBTF,UBTF,protein_coding,Both
17344,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBXN1,UBXN1,protein_coding,Both
17345,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBXN2A,UBXN2A,protein_coding,Both
17346,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBXN4,UBXN4,protein_coding,Both
17347,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UBXN6,UBXN6,protein_coding,Both
17348,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UCHL3,UCHL3,protein_coding,Both
17349,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UCHL5,UCHL5,protein_coding,Both
17350,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UCKL1,UCKL1,protein_coding,Both
17351,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UCP2,UCP2,protein_coding,Both
17352,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UFC1,UFC1,protein_coding,Both
17353,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UFD1L,UFD1,protein_coding,Both
17354,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UFL1,UFL1,protein_coding,Both
17355,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UFM1,UFM1,protein_coding,Both
17356,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UGGT1,UGGT1,protein_coding,Both
17357,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UGP2,UGP2,protein_coding,Both
17358,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UHMK1,UHMK1,protein_coding,Both
17359,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UHRF2,UHRF2,protein_coding,Both
17360,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UIMC1,UIMC1,protein_coding,Both
17361,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UMAD1,UMAD1,protein_coding,Both
17362,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UMPS,UMPS,protein_coding,Both
17363,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UNC13C,UNC13C,protein_coding,Both
17364,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UNC13D,UNC13D,protein_coding,Both
17365,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UNC45A,UNC45A,protein_coding,Both
17366,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UNG,UNG,protein_coding,Both
17367,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UNK,UNK,protein_coding,Both
17368,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UPF2,UPF2,protein_coding,Both
17369,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UPF3A,UPF3A,protein_coding,Both
17370,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UPF3B,UPF3B,protein_coding,Both
17371,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UPP1,UPP1,protein_coding,Both
17372,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCC2,UQCC2,protein_coding,Both
17373,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCR10,UQCR10,protein_coding,Both
17374,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCR11,UQCR11,protein_coding,Both
17375,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRB,UQCRB,protein_coding,Both
17376,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRC1,UQCRC1,protein_coding,Both
17377,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRC2,UQCRC2,protein_coding,Both
17378,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRFS1,UQCRFS1,protein_coding,Both
17379,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRH,UQCRH,protein_coding,Both
17380,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRHL,UQCRHL,protein_coding,Both
17381,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,UQCRQ,UQCRQ,protein_coding,Both
